,0
0,0.03179045967003191
1,0.02615446058109172
2,0.06131984339759322
3,0.013948799712854232
4,0.00679224937384848
5,0.0198919388978116
6,0.0798665979333234
7,0.08708412157878553
8,0.07623209486511828
9,0.10476303660289232
10,0.033832389435173416
11,0.061083787446565285
12,0.10872831150746742
13,0.08551573130455137
14,0.09404408274694054
15,0.08324323235926945
16,0.06010615925529561
17,0.05093262303191792
18,0.07839719257088373
19,0.08114754216585252
20,0.03733690300443049
21,0.10440706524853205
22,0.01599398231852811
23,0.016699970269809628
24,0.01307900725613742
25,-0.038159319510511214
26,0.023381406423922835
27,0.05358981218159842
28,0.00833267336789989
29,0.024933358885156354
30,0.028544782332331486
31,0.0741387578308047
32,0.10933914820814916
33,0.029478882046857002
34,0.08986289869195829
35,0.08528598799836484
36,0.049863115385792134
37,0.007995268608873562
38,0.06955961081624418
39,0.12412835736727246
40,0.10809004593776439
41,0.03733062160436795
42,0.0358633695211541
43,0.026170462269104355
44,0.08677460021277161
45,0.04960967099441427
46,0.06194336787020316
47,0.09013395156511617
48,0.07967486399489332
